,Authors.full.names,Title,Year,Source.title,Cited.by,DOI,Link,Abstract,Author.Keywords,Index.Keywords,Language.of.Original.Document,Source,Document.Type,doi_n,asreview_group_id,asreview_label,asreview_time,asreview_note
618,"Gibson, John ; Heutel, Garth",pollution and labor market search externalities over the business cycle,2023,Journal of Economic Dynamics and Control,,10.1016/j.jedc.2023.104665,https://research.ebsco.com/plink/4ab3d9f9-1807-3437-acca-b5a39271574c,"We study the relationship between unemployment, environmental policy, and business cycles. We develop a dynamic stochastic general equilibrium real business cycle model that includes both a pollution externality and congestion externalities from labor market search frictions. These frictions generate unemployment on the extensive margin and affect hours worked on the intensive margin. We consider two policies to address the market failures: an emissions tax and a tax or subsidy on job creation. With both policies present, the efficient outcome can be achieved. When one policy is constrained or absent, we solve for the second best. The absence of a vacancy policy to address the congestion externalities substantially affects the value of the emissions tax, both in steady state and over the business cycle.","Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Business Fluctuations; Cycles ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Labor Demand ; Unemployment: Models, Duration, Incidence, and Job Search ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy","Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Business Fluctuations; Cycles ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Labor Demand ; Unemployment: Models, Duration, Incidence, and Job Search ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy",eng,EconLit,Journal Article,10.1016/j.jedc.2023.104665,618,0,2026-07-02 06:32:23,
315,"Liu, P. S.; Cui, G.; Yang, C. Y.",a novel porous composite structure of titania nanowires grown on titanium foam for electrochemical degradation of methyl orange in water,2015,MATERIALS LETTERS,,10.1016/j.matlet.2015.04.123,0,"An ordered titania nanowire array grown on titanium foam is presented, and the resultant porous composite structure has been demonstrated to be quite effective as an electrode for electrolyzing organic pollutants in water, with the aqueous solution of methyl orange (MO) as the simulated wastewater. The titanium foam with about 88% porosity and about 1.5 mm sized pores was produced by a slurry impregnation method, on which the titania nanowires grew by a hydrothermal process. The X-ray diffraction (XRD) analytical results indicated the rutile phase for the titania nanowires after a heat-treatment at 500 degrees C for 4 h. Using this porous system as anode and the nickel foam as cathode, an installation of wastewater treatment was assembled to investigate the work efficiency to purify the simulated wastewater by electrolysis. The experimental result showed the degradation could achieve more than 90% in 20 mg/L MO solution during electrolysis under just a low anode voltage. (C) 2015 Elsevier B.V. All rights reserved.",,,,Web of Science,,10.1016/j.matlet.2015.04.123,315,0,2026-07-02 06:33:10,
367,"Tang, Yunshu; Zhao, Xiaoyu; Jiao, Jianling",ecological security assessment of chaohu lake basin of china in the context of river chief system reform,2020,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,10.1007/s11356-019-07241-0,0,"In the face of the increasingly severe water environment, establishing an effective water environment management mechanism is a major concern of governments around the world. The River Chief System attempts to match water environment management to the performance of the main leaders of the local party and government and represents an institutional innovation to solve the problem of river and lake management in China. However, there is still a lack of systematic research on the performance of the River Chief System and how to promote its overall effectiveness. This paper took Chaohu Lake Basin, with a concentrated and complicated water environment, as the research object and divided it into eastern and western halves. The water ecological security before and after the implementation of the River Chief System was comprehensively evaluated, and the obstacles to ecological security were diagnosed. The implementation effect of the River Chief System and the weak links of the corresponding river chiefs' work performance were analyzed. The results show the following: (1) Since the implementation of the River Chief Systemin 2013, the overall water ecological security of Chaohu Lake Basin has been raised from the lower limit to the upper limit of the generally healthy category, initially reflecting the effect of the River Chief System. (2) For the eastern half of the lake, the threat to water ecological security mainly comes from the development of industry. Industrial water use intensity is the primary obstacle to the ecological security of the eastern half of the lake in recent years. (3) For the western half of the lake, the threat to water ecological security mainly comes from the process of urbanization. The wetland area, urban domestic water use intensity, and artificial afforestation area are the main factors hindering the ecological security of the western half of the lake. The above analysis results can be used as the basis for future work to improve the performance of the relevant river chiefs in Chaohu Lake Basin.",,,,Web of Science,,10.1007/s11356-019-07241-0,367,0,2026-07-02 06:33:14,
222,Fan Juli; Zhou Qiongyao,a review about thermal comfort in aircraft,2019,JOURNAL OF THERMAL SCIENCE,,10.1007/s11630-018-1073-5,0,"Thermal comfort is an important factor which affects both work efficiency and life quality. On the basis of satisfying the normal life of the crew and reliable work of equipment, the thermal comfort is increasingly pursued through the design of the environmental control system of modern craft. Thus, a comprehensive survey of the thermal comfort in the cockpit is carried out. First of all, factors affecting the thermal comfort in aircraft cabin are summarized, including low relative humidity, mean radiant temperature, colored light, human metabolic rate and gender, among which the first three factors are environmental factors and the other two are human factors. Although noise is not a factor affecting thermal comfort, it is an important factor in the overall satisfaction of the aircraft cabin environment. Then the thermal comfort prediction models are introduced, including thermal comfort models suitable for steady state uniform environment and thermal comfort models suitable for transient non-uniform environment. Then the limitations of the typical thermal comfort models applied to aircraft are discussed. Since the concept of thermal adaptation has been gradually accepted in recent years, many field studies on thermal adaptation have been carried out. Therefore, the adaptive thermal comfort models are summarized and analyzed systematically in this paper. At present, mixing ventilation (MV) system is widely used in most commercial aircraft. However, the air quality under the MV system is very poor, and contaminants cannot be effectively eliminated. So a noticeable shift is the design of ventilation system for cabin drawing lessons from the surface buildings. Currently, the most interesting question is that whether the traditional mixing ventilation (MV) system in an aircraft can be replaced by or combined with displacement ventilation (DV) system without decreasing thermal comfort. A reduction of energy consumption is a valuable gain. Additionally, various seat personalized ventilation systems have also been proposed which could effectively reduce the risk of infectious diseases. At present, optimal design of airflow in aircraft cabin is the most commonly used method to enhance thermal comfort and save energy. The optimal design of the aircraft cabin colored lighting system, however, is also worth trying.",,,,Web of Science,,10.1007/s11630-018-1073-5,222,0,2026-07-02 06:33:16,
842,"Murty, Sushama ; Russell, R. Robert",on modeling pollution generating technologies,2010,On modeling pollution-generating technologies,,,https://research.ebsco.com/plink/707614c3-e6cc-3a36-bf64-467a41ebd4ab,"We distinguish between intended production and residual generation and introduce the concept of by-production. We show that by-production provides the fundamental explanation for the positive correlation that is observed between intended production and residual generation. Most of the existing literature attributes the observed positive correlation to abatement options available to firms. We show that abatement options of firms add to the phenomenon of by-production in strengthening the observed positive correlation. The existing literature usually does not explicitly model abatement options of firms, but considers a reduced form of he technology, which satisfies standard disposability assumptions with respect to all inputs and intended outputs. We show that more than one implicit production relation is needed to capture all the technological trade-offs that are implied by by-production. From our model, we are able to derive a reduced form of the technology that is in the spirit of the one that is usually studied in the literature. However, we nd that our reduced form technology violates standard disposability with respect to inputs and intended outputs that cause pollution. We derive implications from the phenomenon of by-production for the econometric and Data Envelopment Analysis (DEA) specifications of pollution-generating technologies. We derive a DEA specification of technologies that satisfy by-production. Such a specification can be used to study issues relating to measurement of efficiency, marginal abatement costs, productivity, etc., of firms with technologies that generate pollution.",,,eng,EconLit,Working Paper,,842,0,2026-07-02 06:33:18,
841,"Fu, Yu",three essays on development economics and environmental economics,2012,Three Essays on Development Economics and Environmental Economics,,,https://research.ebsco.com/plink/d773a015-638c-3d74-956f-ad2b17ea4c81,"This thesis consists of three independent essays on the fields of development economics and environmental economics. The first two papers use the same theoretical model to explain different issues in developing countries. The third paper studies the effects of population growth on the Environmental Kuznets Curve provided it exists. China's internal migration plays an important role in explaining its recent economic success. The first paper constructs a model of labor migration, focusing on the role of selection effects in determining labor market outcomes, and then calibrates it to quantify the effects of China's labor market reforms on its outputs and inequality. I show that the removal of internal migration restrictions benefits the economy as a whole, while exacerbating inequality within both rural and urban areas. The second paper suggests that minimum wage policy may be beneficial for a transitional economy in which labor is migrating from rural areas to urban areas when positive moving costs occur. With a moving cost wedge a modestly binding minimum wage can cause relatively low productivity urban workers to be replaced by higher productivity rural migrants, and therefore increase aggregate output. To achieve the second best outcome, government shall fully compensate the moving costs for the marginal migrant workers who move from the rural industrial sector to the urban subsistence sector and a binding minimum wage shall be imposed on the urban workers but not the migrant workers in the urban industrial sector. The Environmental Kuznets Curve (EKC) hypothesis postulates an inverted U-shaped relationship between economic growth and many local environmental health indicators. By using an overlapping generations (OLG) model, I focus on technological effects, where the properties of the existing pollution abatement technologies could generate the inverted U-shaped EKC and other forms of growth-pollution paths for the less advanced economies. Moreover, I examine the effects of population growth on the shape of the EKC, provided that it exists. Simulations indicate positive population growth raises the height of the EKC at every level of output per worker; thus, putting an extra burden on environment quality. Empirical evidence from China partially supports the results.","Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Environment and Growth ; Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics","Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Environment and Growth ; Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",eng,EconLit,Dissertation,,841,0,2026-07-02 06:33:21,
637,"Ma, Jun ; Yamamoto, Masashi",growth mechanisms and sustainability economic analysis of the steel industry in east asia,2021,Growth Mechanisms and Sustainability: Economic Analysis of the Steel Industry in East Asia,,,https://research.ebsco.com/plink/246e58c9-9c9b-3378-9832-6e7c3cbc0e39,"Ten papers examine various issues in East Asia's steel industry since the 1980s from an economic perspective, covering the sustainable use of resources, international specialization, trade relations, technological innovations, and environmental mitigation. Papers discuss the growth of, challenges to, and government policies regarding the steel industries of Japan, the Republic of Korea, and China; the ideal ways in which the intraregional division of labor can overcome a difficult business environment; the intraregional and interregional structures of the international division of labor and the interdependence of intermediate goods and final goods in the East Asia region; the contemporaneous and dynamic effects of nature disasters, as well as whether their occurrence causes price fluctuations in the iron ore market; management issues that occur when adopting new outside technology; the decomposition of the energy impact of the steel industry in the Japanese and Chinese manufacturing sectors; how various factors affected the domestic production of steel products and final goods that are closely related to steel products in China; the problem of overcapacity and the role of the government and the market in resolving this issue in China's steel industry as the economy shifts from a growth orientation to a quality orientation; labor productivity and surplus labor in Chinese steel firms; and the impacts of increasing Chinese imports and exports from and to Japan on the outcomes of Japanese national elections between 2009 and 2017. Ma is Professor with the Center for Far Eastern Studies in the School of Economics at the University of Toyama. Yamamoto is Professor of Economics in the School of Political Science and Economics at Tokai University. Index.",Empirical Studies of Trade ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Metals and Metal Products; Cement; Glass; Ceramics ; Innovation and Invention: Processes and Incentives ; Socialist and Transitional Economies: Factor and Product Markets; Industry Studies; Population ; Nonrenewable Resources and Conservation: Demand and Supply; Prices ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects,Empirical Studies of Trade ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Metals and Metal Products; Cement; Glass; Ceramics ; Innovation and Invention: Processes and Incentives ; Socialist and Transitional Economies: Factor and Product Markets; Industry Studies; Population ; Nonrenewable Resources and Conservation: Demand and Supply; Prices ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects,eng,EconLit,Book,,637,0,2026-07-02 06:33:40,
521,"Ngidi, Lucia Zithobile ; Bangura, Samuel",a conceptual review of green hrm and its implications for environmental sustainability in organizations,2025,Eurasian Journal of Business and Management,,,https://research.ebsco.com/plink/f462092f-5240-33bb-985b-7528d0d77be6,"The various environmental challenges facing organizations have heightened the potential for implementing green human resource management. This includes effective response to environmental issues and integrating sustainable business management practices. Consequently, this conceptual review aims to enhance the understanding of green human resource management (HRM) and its implications for organizations. Thus, a thorough review of the literature was conducted by searching for relevant research articles across various databases and search engines, including Web of Science, PubMed Central, Science Direct, and Scopus. The findings align with the review's objectives, which focus on understanding contemporary management practices of green HRM and their implications for organizations. The review confirms that adopting a green approach to human resource management is crucial for organizations striving to achieve environmental sustainability. Additionally, the findings indicate that green human resource management can catalyze enhancing employee productivity while promoting environmentally friendly behaviors. Furthermore, practical implications posit that the implementation of environmental management processes within organizations is essential for promoting environmental awareness and sustainability among employees and stakeholders. This approach not only contributes to the establishment of a healthy work environment but also plays a significant role in reducing pollution and conserving natural resources.",Organizational Behavior; Transaction Costs; Property Rights ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Personnel Management; Executives; Executive Compensation ; Personnel Economics: Labor Management ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,Organizational Behavior; Transaction Costs; Property Rights ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Personnel Management; Executives; Executive Compensation ; Personnel Economics: Labor Management ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,eng,EconLit,Journal Article,,521,0,2026-07-02 06:33:46,
218,"Nie, Songlin; Wen, Jiandong; Li, Yongping; Tang, Xionghui; Huang, Guohe",filter allocation and replacement strategies in fluid power system under uncertainty a fuzzy robust nonlinear programming approach,2012,OPTIMIZATION AND ENGINEERING,,10.1007/s11081-011-9147-1,0,"A fuzzy robust nonlinear programming model is developed for the assessment of filter allocation and replacement strategies in hydraulic systems under uncertainty. It integrates the methods of fuzzy mathematic programming (FMP) and robust programming (RP) within the mixed integer nonlinear programming framework, and can facilitate dynamic analysis and optimization of filters allocation and replacement planning where the uncertainties are expressed as fuzzy membership functions. In modeling formulation, theory of contamination wear of typical hydraulic components is introduced to strengthen the presentation of relationship between system contamination and work performance. The fuzzy decision space is delimited into a more robust one by specifying the uncertainties through dimensional enlargement of the original fuzzy constraints. The piecewise linearization approach is employed to handle the nonlinearities of problem. The developed method has been applied to a case of planning filter allocation and replacement strategies under uncertainty and the generated optimal solution will help to reduce the total system cost and failure-risk level of the FPS.",,,,Web of Science,,10.1007/s11081-011-9147-1,218,0,2026-07-02 06:33:49,
733,"Markandya, Anil ; Gonzalez-Eguino, Mikel ; Escapa, Marta ; Kreiser, Larry ; Yabar Sterling, Ana ; Herrera, Pedro ; Milne, Janet E. ; Ashiabor, Hope",environmental fiscal reform and unemployment in spain,2012,"Carbon Pricing, Growth and the Environment",,,https://research.ebsco.com/plink/ced378b6-e49e-38c5-b5c9-fffec2fcb29c,,General Equilibrium and Disequilibrium: Input-Output Tables and Analysis ; Computable and Other Applied General Equilibrium Models ; Welfare Economics: General ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Informal Economy; Underground Economy ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,General Equilibrium and Disequilibrium: Input-Output Tables and Analysis ; Computable and Other Applied General Equilibrium Models ; Welfare Economics: General ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Informal Economy; Underground Economy ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,eng,EconLit,Collective Volume Article,,733,0,2026-07-02 06:33:51,
427,"He, Ling-Yun; Huang, Geng",can importing improve the energy efficiency theory and evidence from chinese industrial firms,2023,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,10.1016/j.iref.2022.09.003,0,"Importing is an important method to connect the domestic market with international market. By importing energy resources to replace parts of domestic production, a country's energy pressure has been alleviated to a certain extent, but does importing really improve a country's energy efficiency? This issue is extremely important both in theory and in practice. Thus, in this paper, we first establish a micro theoretical trade model to analyze the impacts of importing on firms' energy efficiency. Then, based on the data of China's industrial firms, this paper systematically identifies the causal effect of firms' importing behavior on their energy efficiency by using Propensity Score Matching-Difference (PSM-DID) in differences method. The results show that firms' importing behavior can significantly improve their energy efficiency, and this positive effect has a certain persistence in time. At the same time, the further mechanism test shows that importing can significantly increase firms' innovation investment and improve firms' productivity, thus importing can improve firms' energy efficiency through innovation investment effect and productivity effect. This paper verifies that importing can improve firms' energy efficiency, and reveals the importance of importing on a country's development from the perspective of energy resources and environment. This paper helps to provide relevant policy reference for the formulation and adjustment of the country's foreign trade policy.",,,,Web of Science,,10.1016/j.iref.2022.09.003,427,0,2026-07-02 06:33:58,
333,"Mlynski, Dariusz; Mlynska, Anna; Chmielowski, Krzysztof; Pawelek, Jan",investigation of the wastewater treatment plant processes efficiency using statistical tools,2020,SUSTAINABILITY,,10.3390/su122410522,0,"The paper presents modelling of wastewater treatment plant (WWTP) operation work efficiency using a two-stage method based on selected probability distributions and the Monte Carlo method. Calculations were carried out in terms of sewage susceptibility to biodegradability. Pollutant indicators in raw sewage and in sewage after mechanical treatment and biological treatment were analysed: BOD5, COD, total suspended solids (TSS), total nitrogen (TN) and total phosphorus (TP). The compatibility of theoretical and empirical distributions was assessed using the Anderson-Darling test. The best-fitted statistical distributions were selected using Akaike criterion. Performed calculations made it possible to state that out of all proposed methods, the Gaussian mixture model (GMM) for distribution proved to be the best-fitted. Obtained simulation results proved that the statistical tools used in this paper describe the changes of pollutant indicators correctly. The calculations allowed us to state that the proposed calculation method can be an effective tool for predicting the course of subsequent sewage treatment stages. Modelling results can be used to make a reliable assessment of sewage susceptibility to biodegradability expressed by the BOD5/COD, BOD5/TN and BOD5/TP ratios. New data generated this way can be helpful for the assessment of WWTP operation work and for preparing different possible scenarios for their operation.",,,,Web of Science,,10.3390/su122410522,333,0,2026-07-02 06:34:02,
703,"Cecere, Grazia ; Mazzanti, Massimiliano",green jobs and eco innovations in european smes,2017,Resource and Energy Economics,,,https://research.ebsco.com/plink/85f73bff-9ea5-3b06-aabc-4afed5d801ef,"Green jobs are a key objective of societal efforts to concretely support the long-term endeavour to reconcile sustainability and development. The present article analyses the extent to which the future growth of green jobs is influenced by microeconomic and sector/macro level factors. We conduct econometric analyses of European Small Medium Enterprise firms to assess the factors affecting the creation of green jobs in small and medium firms. We find that green product and service innovation is primarily relevant to the creation of green jobs. The interaction term between an environmental management system and product and service innovations has a positive and significant effect on the decision to hire for green jobs. We also conduct a deep analysis of the subset of firms that produce green products and services, which reveals some idiosyncratic features. This study lays the foundations for future research on the development of green skills, competences and jobs in firms as a reaction to market and policy levers.","Firm Behavior: Empirical Analysis ; Labor Demand ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Firm Performance: Size, Diversification, and Scope ; Personnel Economics: Firm Employment Decisions; Promotions ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects","Firm Behavior: Empirical Analysis ; Labor Demand ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Firm Performance: Size, Diversification, and Scope ; Personnel Economics: Firm Employment Decisions; Promotions ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects",eng,EconLit,Journal Article,,703,0,2026-07-02 06:34:04,
470,"Miceikiene, Astrida; Makutenas, Valdemaras; Makutenas, Valdemaras; Zukovskis, Jan; Kozuch, Artur J.",comparative evaluation of experience in environmental tax reforms in chosen eu states,2016,PROBLEMY EKOROZWOJU,,,,"The research presents the analysis and comparison of environmental tax reforms in the countries of the European Union, which are an effect of political decisions. The main focus in evaluation of environmental tax reforms is put on the results of improvement of environmental quality and maintenance of revenue neutrality that may be used to determine the appropriateness and benefit of the reform in the countries. The following countries which have implemented the environmental tax reforms have been chosen for the empirical study: Denmark, Germany, the Netherlands, Finland, Sweden, and the United Kingdom. Criteria of evaluation of environmental tax reforms have been determined, namely, the effect of environmental taxes on state revenue; economic-social effects of environmental taxes; the effect of environmental taxes on reduction of environmental pollution. The empirical quantitative and qualitative study has been conducted for analysis of the dynamics of the quantitative indicators by looking at their variation trends, determining the values of qualitative indicators and significance of quantitative and qualitative indicators, and applying the correlation analysis. The results of the study have suggested that the countries which have implemented the environmental tax reforms have achieved environmental, economic, and social aims. Environmental (energy intensity, GHG emissions productivity), economic -social (the share of environmental taxes in state revenue, labour productivity) indicators of the countries have improved during the analyzed period. The environmental tax reforms have not put any significant burden of taxation on the society, while some of the countries (the United Kingdom, the Netherlands) have even achieved the neutrality of state revenue.",,,,Web of Science,,,470,0,2026-07-02 06:34:09,
770,"Kato, Mika ; Mittnik, Stefan ; Samaan, Daniel ; Semmler, Willi ; Bernard, Lucas ; Semmler, Willi",employment and output effects of climate policies,2015,The Oxford Handbook of the Macroeconomics of Global Warming,,,https://research.ebsco.com/plink/82e2d5cf-56b3-3cee-8e45-09fcbd48a756,,Macroeconomics: Production ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Climate; Natural Disasters and Their Management; Global Warming ; Environmental Economics: Government Policy,Macroeconomics: Production ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Climate; Natural Disasters and Their Management; Global Warming ; Environmental Economics: Government Policy,eng,EconLit,Collective Volume Article,,770,0,2026-07-02 06:34:11,
43,"Ikefuji, Masako; Horii, Ryo",wealth heterogeneity and escape from the poverty environment trap,2007,JOURNAL OF PUBLIC ECONOMIC THEORY,,10.1111/j.1467-9779.2007.00344.x,0,"A mutual link between poverty and environmental degradation is examined in an overlapping generations model. Environmental quality affects labor productivity and wealth dynamics, whereas wealth distribution determines the degree to which agents rely on technology that has a large environmental load, and therefore the evolution of environmental quality. This interaction creates a  poverty - environment trap, where a deteriorated environment lowers income, which, in turn, accelerates environmental degradation. We show that greater wealth heterogeneity is the key to escaping from the poverty - environment trap, although it can have negative effects on both the environment and output when not in the trap.",,,,Web of Science,,10.1111/j.1467-9779.2007.00344.x,43,0,2026-07-02 06:34:23,
238,"Kiil, Martin; Simson, Raimo; Thalfeldt, Martin; Kurnitski, Jarek",a comparative study on cooling period thermal comfort assessment in modern open office landscape in estonia,2020,ATMOSPHERE,,10.3390/atmos11020127,0,"Local thermal comfort and draught rate has been studied widely. There has been more meaningful research performed in controlled boundary condition situations than in actual work environments involving occupants. Thermal comfort conditions in office buildings in Estonia have been barely investigated in the past. In this paper, the results of thermal comfort and draught rate assessment in five office buildings in Tallinn are presented and discussed. Studied office landscapes vary in heating, ventilation and cooling system parameters, room units, and elements. All sample buildings were less than six years old, equipped with dedicated outdoor air ventilation system and room conditioning units. The on-site measurements consisted of thermal comfort and draught rate assessment with indoor climate questionnaire. The purpose of the survey is to assess the correspondence between heating, ventilation and cooling system design, and the actual situation. Results show, whether and in what extent the standard-based criteria for thermal comfort is suitable for actual usage of the occupants. Preferring one room conditioning unit type or system may not guarantee better thermal environment without draught. Although some heating, ventilation and cooling systems observed in this study should create the prerequisites for ensuring more comfort, results show that this is not the case for all buildings in this study.",,,,Web of Science,,10.3390/atmos11020127,238,0,2026-07-02 06:34:28,
472,"Tarasova, N. P.; Ingel', F. I.; Makarova, A. S.",green chemistry as a tool for reduction of environmental risks from exposure to chemically hazardous facilities,2015,RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY B,,10.1134/S1990793115030227,0,"The lack of the quantitative characteristics of planetary boundaries for biosphere's chemical pollution is a source of increased risk for humanity. This complicates the control of the stability limits of the global system. Note that chemical pollution leads to negative consequences for not only biota but also the health of the human population. It also affects the social health of a society because the state of psychological comfort is replaced by emotional maladjustment. The result is depression, increasing anxiety, decreasing labor productivity, and an increasing likelihood of accidents and emergencies caused by the human factor. These factors lead to economic losses. Green chemistry is a tool to break out of a vicious cycle (cycle with a positive feedback). However, the successful implementation of this direction requires joint efforts made by the business community and the state. The state should provide administrative and legal grounds and set criteria for the evaluation of chemical hazards. The business community, in turn, should develop specific strategies for implementing the principles of green chemistry in Russian factories.",,,,Web of Science,,10.1134/s1990793115030227,472,0,2026-07-02 06:34:36,
439,"Atkinson, Scott E.; Tsionas, Mike G.",generalized estimation of productivity with multiple bad outputs the importance of materials balance constraints,2021,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,10.1016/j.ejor.2020.11.025,0,"Previous research has frequently estimated the directional technology distance function (DTDF) to more flexibly model multiple-input and multiple-output production, firm inefficiency, and productivity growth. For example, with firms such as electric utilities, one must model the production of good and bad outputs using good and bad inputs. Typically, all inputs and outputs are potentially endogenous. In previous work, we show how to identify a DTDF system using price equations based on profit maximization and compute optimal directions for measuring productivity change. However, this work has not imposed restrictions that limit substitution possibilities among inputs and outputs to a feasible set that is consistent with materials-balance constraints. Such constraints require that the weight of all inputs equals the weight of all outputs. The major innovation of this paper is that we include two types of functional relationships that impose the parametric analog of materials balance by modeling the generation of bad outputs and the use of bad inputs. The first requires that bad outputs are functionally related to good inputs and bad inputs. The second requires that bad inputs are functionally related to good inputs. We illustrate these methods using a balanced panel of 80 U.S. coal-fired electric generating plants from 1995-2005. Substantial differences are observed between the specification that includes the materials-balance constraints and the conventional approach that omits them, based on Bayes factors as well as measures of productivity and inefficiency. For many plants, improved management practices can reduce substantial inefficiencies in meeting emission constraints without reducing productivity growth. (C) 2020 Elsevier B.V. All rights reserved.",,,,Web of Science,,10.1016/j.ejor.2020.11.025,439,0,2026-07-02 06:34:51,
452,"Kaplow, Louis",optimal regulation with exemptions,2019,INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,,10.1016/j.ijindorg.2019.04.003,0,"Despite decades of research on mechanism design and on many practical aspects of cost-benefit analysis, one of the most basic and ubiquitous features of regulation as actually implemented throughout the world has received little theoretical attention: exemptions for small firms. These firms, although individually small, may generate a disproportionate share of harm due to their being exempt and because exemption induces additional harmful activity to be channeled their way. This article analyzes optimal regulation with exemptions where firms have different productivities that are unobservable to the regulator, regulated and unregulated output each cause harm although at different levels, and the regulatory regime affects entry as well as the output choices of regulated and unregulated firms. In many settings, optimal schemes involve subtle effects and have counterintuitive features: for example, higher regulatory costs need not favor higher exemptions, and the incentives of firms to drop output to become exempt can be too weak as well as too strong. A final section examines the optimal use of output taxation alongside regulation, which illustrates the contrast with the mechanism design approach that analyzes the optimal use of instruments of a type that are not in widespread use. (c) 2019 Elsevier B.V. All rights reserved.",,,,Web of Science,,10.1016/j.ijindorg.2019.04.003,452,0,2026-07-02 06:35:30,
793,"Hegde, D. S. ; Unnikrishnan, Seema",driving forces and barriers in cleaner production technologies two case studies,2004,International Journal of Environment and Development,,,https://research.ebsco.com/plink/7dc9a2a1-f6dc-375f-93a5-2f276ee03d14,The paper first looks at some initiatives of cleaner production carried out in the developing world with special focus on India. Then it covers in detail the cleaner production carried out in an engineering firm in India. The main driving forces and barriers are also covered along with the types of training given. The waste measurement index is also computed.,Human Capital; Skills; Occupational Choice; Labor Productivity ; Personnel Economics: Training ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Technological Change: Choices and Consequences; Diffusion Processes ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Government Policy,Human Capital; Skills; Occupational Choice; Labor Productivity ; Personnel Economics: Training ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Technological Change: Choices and Consequences; Diffusion Processes ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Government Policy,eng,EconLit,Journal Article,,793,0,2026-07-02 06:35:32,
