Authors.full.names,Title,Year,Source.title,Cited.by,DOI,Link,Abstract,Author.Keywords,Index.Keywords,Language.of.Original.Document,Source,Document.Type,doi_n
"Liu, Zhaoyang; Hanley, Nick; Campbell, Danny",linking urban air pollution with residents willingness to pay for greenspace a choice experiment study in beijing,2020,Journal of Environmental Economics and Management,NA,10.1016/j.jeem.2020.102383,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jeem.2020.102383
"Wu, Rui; Dai, Hancheng; Geng, Yong; Xie, Yang; Masui, Toshihiko; Liu, Zhiqing; Qian, Yiying",economic impacts from pm2 5 pollution related health effects a case study in shanghai,2017,Environmental science & technology,NA,10.1021/acs.est.7b00026,NA,"PM2.5 pollution-related diseases cause additional medical expenses and work time loss, leading to macroeconomic impact in high PM2.5 concentration areas. Previous economic impact assessments of air pollution focused on benefits from environmental regulations while ignoring climate policies. In this study, we examine the health and economic impacts from PM2.5 pollution under various air pollution control strategies and climate policies scenarios in the megacity of Shanghai. The estimation adopts an integrated model combining a Greenhouse Gas and Air Pollution Interactions and Synergies (GAINS) model, exposure-response functions (ERFs), and a computable general equilibrium (CGE) model. The results show that without control measures, Shanghai’s mortality caused by PM2.5 pollution are estimated to be 192 400 cases in 2030 and the work time loss to be 72.1 h/cap annually. The corresponding GDP values and welfare losses would be approximately 2.26% and 3.14%, respectively. With an estimated control cost of 0.76...",NA,NA,NA,Snowballing,journalArticle,10.1021/acs.est.7b00026
"Frank, Eyal; Sudarshan, Anant",the social costs of keystone species collapse evidence from the decline of vultures in india,2024,American Economic Review,NA,10.1257/aer.20230016,NA,"<jats:p> Scientific evidence has documented we are undergoing a mass extinction of species, caused by human activity. However, allocating conservation resources is difficult due to scarce evidence on damages from losing individual species. This paper studies the collapse of vultures in India, triggered by the expiry of a patent on a painkiller. Our results suggest the functional extinction of vultures—efficient scavengers that removed carcasses from the environment—increased human mortality by over 4 percent because of a large negative shock to sanitation. We quantify damages at $69.4 billion per year. These results suggest high returns to conserving keystone species such as vultures. (JEL I12, O13, O15, Q53, Q57, Q58) </jats:p>",NA,NA,NA,Snowballing,journalArticle,10.1257/aer.20230016
"Gao, Yanyan; Zhang, Lin; Nan, Yongqing",travel to breathe the fresh air big data evidence on the short term migration effect of air pollution from china,2023,China Economic Review,NA,10.1016/j.chieco.2023.102070,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.chieco.2023.102070
"Kwiatkowski, Szymon; Polat, Merve; Yu, Weijia; Johnson, Matthew S.",industrial emissions control technologies introduction,2019,Encyclopedia of Sustainability Science and Technology,NA,10.1007/978-1-4939-2493-6_1083-1,NA,NA,NA,NA,NA,Snowballing,bookSection,10.1007/978-1-4939-2493-6_1083-1
"Li, Pei; Liu, Kaihao; Lu, Yi; Peng, Lu",organizing regulatory structure and local air quality evidence from the environmental vertical management reform in china,2025,Journal of Comparative Economics,NA,10.1016/j.jce.2024.12.001,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jce.2024.12.001
"Heyes, Anthony; Saberian, Soodeh",hot days the ability to work and climate resilience evidence from a representative sample of 42 152 indian households,2022,Journal of Development Economics,NA,10.1016/j.jdeveco.2021.102786,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jdeveco.2021.102786
"Cheung, Chun Wai; He, Guojun; Pan, Yuhang",mitigating the air pollution effect the remarkable decline in the pollution mortality relationship in hong kong,2020,Journal of environmental economics and management,NA,10.1016/j.jeem.2020.102316,NA,"Using transboundary pollution from mainland China as an instrument, we show that air pollution leads to higher cardio-respiratory mortality in Hong Kong. However, the air pollution effect has dramatically decreased over the past two decades: before 2003, a 10-unit increase in the Air Pollution Index could lead to a 3.1% increase in monthly cardio-respiratory mortality, but this effect has declined to 0.5% using recent data and is no longer statistically significant. Exploratory analyses suggest that a well-functioning medical system and immediate access to emergency services can help mitigate the contemporaneous effects of pollution on mortality.",NA,NA,NA,Snowballing,journalArticle,10.1016/j.jeem.2020.102316
"Kircheis, Lion",wildfire smoke increases assaults evidence from seattle,2026,Environmental Research Letters,NA,10.1088/1748-9326/ae436c,NA,"<jats:title>Abstract</jats:title> <jats:p> Wildfires are increasing in frequency and severity due to climate change, becoming a major contributor to particulate matter air pollution (PM <jats:sub>2.5</jats:sub> ) in many regions of the globe. This study investigates whether daily exposure to wildfire-derived PM <jats:sub>2.5</jats:sub> increases violent assaults in Seattle, Washington, between 2013 and 2023. Using ground-level wildfire smoke presence as an instrument for PM <jats:sub>2.5</jats:sub> and crime report data from the Seattle Police Department, this study estimates a robust relationship between air pollution and urban violence. Over the study period, an average smoke-impacted day increased mean ambient PM <jats:sub>2.5</jats:sub> by 7.0 <jats:italic>μ</jats:italic> g m <jats:sup>−3</jats:sup> , which corresponds to 3.6% more assaults. The findings contribute to the emerging literature linking environmental change to social tensions and demonstrate that climate-driven pollution may increase violence even in relatively low-pollution, high-capacity urban settings like Seattle. The study establishes the first direct estimate of a causal effect of wildfire smoke on assaults, leveraging eleven years of daily data and high-resolution smoke exposure data. As wildfires become a globally relevant source of pollution under future climate scenarios, these results underscore the societal benefits of climate change mitigation. </jats:p>",NA,NA,NA,Snowballing,journalArticle,10.1088/1748-9326/ae436c
"Wang, Qingxi; Hu, An; Tian, Zhihua",digital transformation and electricity consumption evidence from the broadband china pilot policy,2022,Energy Economics,NA,10.1016/j.eneco.2022.106346,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.eneco.2022.106346
"Hoffmann, Bridget; Rud, Juan Pablo",the unequal effects of pollution on labor supply,2024,Econometrica,NA,10.3982/ecta20484,NA,"<jats:p>We use high‐frequency data on fine particulate matter air pollution (PM 2.5) at the locality level to study the effects of high pollution on daily labor supply decisions in the metropolitan area of Mexico City. We document a negative, non‐linear relationship between PM 2.5 and same‐day labor supply, with strong effects on days with extremely high pollution levels. On these days, the average worker experiences a reduction of around 7.5% of working hours. Workers partially compensate for lost hours by increasing their labor supply on days that follow high‐pollution days. We find that low‐income workers reduce their labor supply significantly less than high‐income workers. Unequal responses to high pollution along other dimensions (job quality, flexibility, gender) matter, but less than income. We provide suggestive evidence that reductions in labor supply due to high pollution are consistent with avoidance behavior.</jats:p>",NA,NA,NA,Snowballing,journalArticle,10.3982/ecta20484
"Sager, Lutz; Singer, Gregor",clean identification the effects of the clean air act on air pollution exposure disparities and house prices,2025,American Economic Journal: Economic Policy,NA,10.1257/pol.20220745,NA,"<jats:p> We assess the US Clean Air Act standards for fine particulate matter (PM<jats:sub>2.5</jats:sub>). Using high-resolution data, we find that the 2005 regulation reduced PM<jats:sub>2.5</jats:sub> levels by 0.4 μg/m<jats:sup>3</jats:sup> over five years, with larger effects in more polluted areas. Standard difference-in-differences overstates these effects by a factor of three because time trends differ by baseline pollution, a bias we overcome with three alternative approaches. We show that the regulation contributed to narrowing Urban-Rural and Black-White PM<jats:sub>2.5</jats:sub> exposure disparities, but less than difference-in-differences suggest. Pollution damages capitalized into house prices, however, appear larger than previously thought when leveraging regulatory variation. (JEL D63, K32, Q52, Q53, Q58, R31) </jats:p>",NA,NA,NA,Snowballing,journalArticle,10.1257/pol.20220745
"Duflo, Esther; Greenstone, Michael; Pande, Rohini; Ryan, Nicholas",truth telling by third party auditors and the response of polluting firms experimental evidence from india,2013,The Quarterly Journal of Economics,NA,10.1093/qje/qjt024,NA,"In many regulated markets, private, third-party auditors are chosen and paid by the firms that they audit, potentially creating a conflict of interest. This article reports on a two-year field experiment in the Indian state of Gujarat that sought to curb such a conflict by altering the market structure for environmental audits of industrial plants to incentivize accurate reporting. There are three main results. First, the status quo system was largely corrupted, with auditors systematically reporting plant emissions just below the standard, although true emissions were typically higher. Second, the treatment caused auditors to report more truthfully and very significantly lowered the fraction of plants that were falsely reported as compliant with pollution standards. Third, treatment plants, in turn, reduced their pollution emissions. The results suggest reformed incentives for third-party auditors can improve their reporting and make regulation more effective. JEL Codes: Q56, M42, D22. Copyright 2013, Oxford University Press.",NA,NA,NA,Snowballing,journalArticle,10.1093/qje/qjt024
"Cohen, Deborah A.; Knopman, Debra",existing regulatory approaches to reducing exposures to chemical and product based risk and their applicability to diet related chronic disease,2018,Risk analysis : an official publication of the Society for Risk Analysis,NA,10.1111/risa.13002,NA,"We aimed to identify and categorize the types of policies that have been adopted to protect Americans from harmful exposures that could also be relevant for addressing diet-related chronic diseases. This article examines and categorizes the rationales behind government regulation. Our interest in the historical analysis is to inform judgments about how best to address newly emergent risks involving diet-related chronic disease within existing regulatory and information-based frameworks. We assessed exemplars of regulation with respect to harmful exposures from air, water, and food, as well as regulations that are intended to modify voluntary behaviors. Following the comparative analysis, we explored how exposures that lead to diet-related chronic diseases among the general population fit within models of regulation adopted for other comparable risks. We identified five rationales and five approaches that protect people from harmful exposures. Reasons for regulation include: protection from involuntary exposure to risk, high risk of death or chronic illness, ubiquity of risk, counteraction to limit compulsive behaviors, and promotion of population health. Regulatory approaches include: mandatory limits on use, mandatory limits on exposure, mandatory controls on quality, mandatory labeling, and voluntary guidance. In contrast to the use of mandates, the prevention of diet-related chronic diseases thus far has largely relied on information-only approaches and voluntary adoption of guidelines. There is ample precedent for mandatory regulatory approaches that could address harms related to exposure to unhealthy diets, but several barriers to action would need to be overcome.",NA,NA,NA,Snowballing,journalArticle,10.1111/risa.13002
"Liu, Bo; Xu, Yexiao",is air quality a risk factor that affects stock returns,2017,SSRN Electronic Journal,NA,10.2139/ssrn.3103043,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.3103043
"Cojoianu, Theodor; Hoepner, Andreas G. F.; Hu, Xi; Ramadan, Moustafa; Veneri, Paolo; Wojcik, Dariusz",are cities venturing green a global analysis on the impact of green entrepreneurship urban centres on air quality,2021,SSRN Electronic Journal,NA,10.2139/ssrn.3955980,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.3955980
"Schifano, Patrizia; Asta, Federica; Marinaccio, Alessandro; Bonafede, Michela; Davoli, Marina; Michelozzi, Paola",do exposure to outdoor temperatures no2 and pm10 affect the work related injuries risk a case crossover study in three italian cities 2001 2010,2019,BMJ open,NA,10.1136/bmjopen-2018-023119,NA,"Objectives Studies on the effect of temperature on rates of work-related injuries (WRIs) are very recent, and are evolving in depth and scope. However, less is known about potential effects of air pollutants. Our objective was to analyse the association between WRI and NO2, PM10 and air temperature in three major Italian cities, and to identify groups of workers more at risk in Italy. Design Time-stratified case-crossover study. Settings Milan, Turin, Rome, years 2001–2010. Participants A total of 468 816 WRI occurred between 2001 and 2010 in Milan, Turin and Rome were extracted from the Italian national workers’ compensation authority database. Main outcomes Associations between WRI and temperature, PM10, NO2, separately in the warm and in the cold season (WS, May–September; CS, November–February). Effect modification was studied by economic sector, occupational activity and indoor/outdoor job activity. Results Exposure to NO2 (lag 0–8) showed the highest effect on the risk of WRI,with ORs ranging from 1.20 (95% CI 1.16 to 1.24) in Milan to 1.30 (95% CI 1.24 to 1.37) in Turin in the WS. The effect of exposure to PM10 was milder but consistent across all cities: ORs from 1.09 (95% CI 1.05 to 1.12) in Turin to 1.15 (95% CI 1.11 to 1.18) in Rome. Temperature was associated with risk of WRI only among those working in construction (highest association in Rome 1.06; 95% CI 1.01 to 1.12), transportation (highest association in Milan 1.05; 95% CI 0.96 to 1.14) and the energy industry (highest association in Milan 1.57; 95% CI 1.03 to 2.38) in the WS in all cities. A weak effect of low temperatures was observed in the CS only in Rome. Conclusions Exposures to NO2 resulted as strongest hazard for WRIs, mainly in warm months, while the independent effect of temperature was significant only in specific subgroups of workers. These results could be considered to better plan safety prevention programmes.",NA,NA,NA,Snowballing,journalArticle,10.1136/bmjopen-2018-023119
"Li, Jiayi; Xie, Yang",imed hel model evaluating co benefits of air pollution control and climate policies for health and economic outcomes,2026,Energy and Climate Management,NA,10.26599/ecm.2026.9400031,NA,"IMED|HEL is a health and economy assessment module within the Integrated Model of Energy, Environment, and Economy for Sustainable Development (IMED). It is designed to evaluate the health and economic implications of environmental and climate policy choices. The module follows a single chain from scenario assumptions to emissions, pollutant concentrations, population exposure, health outcomes, and economic metrics. It represents both ambient exposure and indoor exposure related to household fuel use. Across China-focused applications at national, regional, city, and sector scales, the framework has expanded from PM<sub>2.5</sub>-focused burden accounting to ozone-inclusive and joint PM<sub>2.5</sub>-O<sub>3</sub> assessments. It has also moved from damage estimation to evaluating end-of-pipe controls, structural transitions, and climate and air quality synergies. The model provides strong support for incorporating health damages as a core policy outcome when comparing and prioritizing pollution control and mitigation options.",NA,NA,NA,Snowballing,journalArticle,10.26599/ecm.2026.9400031
"Mafini, Chengedzai; Loury-Okoumba, Welby V.",extending green supply chain management activities to manufacturing small and medium enterprises in a developing economy,2018,South African Journal of Economic and Management Sciences,NA,10.4102/sajems.v21i1.1996,NA,"Background:  The implementation of green supply chain management activities as a business strategy remains unfamiliar to many small and medium enterprises (SMEs) in developing countries such as South Africa. Setting:  Implementation of green supply chain management activities by South African SMEs is necessary, given both the high failure rate of such enterprises in the country and the proven ability of such activities to promote the success of businesses. Aim:  The aim of this study was to investigate the relationship between green supply chain management activities, operational performance and supply chain performance in manufacturing SMEs in South Africa. Methods:  Data were collected from 219 manufacturing SMEs operating within Gauteng. A confirmatory factor analysis was conducted to assess the psychometric properties of measurement scales. Hypotheses were tested using structural equation modelling. Results:  Four green supply chain management activities, namely green purchasing, reverse logistics, environmental collaboration with suppliers and green manufacturing, exerted a positive influence on operational performance. Environmental collaboration with suppliers exerted the highest influence on operational performance when compared to green purchasing, reverse logistics and green manufacturing. In turn, operational performance exerted a strong positive influence on supply chain performance. Conclusion:  The results of the study suggest that manufacturing SMEs in developing countries could benefit by adopting green supply chain management activities, with improvements being realised in terms of increases in both operational and supply chain performance.",NA,NA,NA,Snowballing,journalArticle,10.4102/sajems.v21i1.1996
"Bonilla, Jorge; Aravena, Claudia; Morales-Betancourt, Ricardo",assessing multiple inequalities and air pollution abatement policies,2021,SSRN Electronic Journal,NA,10.2139/ssrn.3906808,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.3906808
"Maturana, Gonzalo; Nickerson, Jordan",real effects of workers financial distress evidence from teacher spillovers,2020,Journal of Financial Economics,NA,10.1016/j.jfineco.2019.09.001,NA,"Abstract This paper studies the effects of financial distress on workers’ productivity, using detailed data from the public school system in Texas. We show that the student passing rate in the median-sized grade decreases by 1.2 percentage points following a declaration of bankruptcy by one teacher in the grade. The effect of financial distress increases with the complexity of the task. Overall, our results suggest a potential feedback effect of worker financial distress on local economic conditions and thus contribute to the understanding of the propagation, and potential amplification, of shocks through a local economy.",NA,NA,NA,Snowballing,journalArticle,10.1016/j.jfineco.2019.09.001
"He, Dong; Sheng, Zhongyuan; Tian, Chunxiao",examining the u shaped relationship between non agricultural sources water pollution and the urban rural income gap,2024,PloS one,NA,10.1371/journal.pone.0305530,NA,"Determining how the economy and society interact with the environment of water quality is essential to determining the financial impact of green development. Based on China's provincial panel data from 2010 to 2021, this research considers non-agricultural sources of water pollution (NASWP) as a negative factor of production, investigates its influence on the urban-rural divide, and explains the mechanism of action. The empirical results show that there is a significant correlation between NASWP and the urban-rural gap, with a ""U-shaped"" relationship between the two. Water pollution first reduces and then increases the urban-rural income gap, and the results are robust after considering endogeneity. Mechanistic research demonstrates that NASWP cause a loss in food output, which in combination with changes in food prices and food subsidy programs impacts the incomes of rural dwellers, thereby having an influence on the urban-rural income gap. Using the threshold effect model, it is discovered that under the combined influence of agricultural mechanization and food subsidy policy, the relationship between NASWP and urban-rural income divide exhibits an U-shape in areas with high agricultural mechanization and an ""inverted U"" shape in areas with low agricultural mechanization.",NA,NA,NA,Snowballing,journalArticle,10.1371/journal.pone.0305530
"Kroeger, Timm; Escobedo, Francisco J.; Hernández, José L.; Varela, Sebastian; Delphin, Sonia; Fisher, Jonathan; Waldron, Janice",reforestation as a novel abatement and compliance measure for ground level ozone,2014,Proceedings of the National Academy of Sciences of the United States of America,NA,10.1073/pnas.1409785111,NA,"High ambient ozone (O3) concentrations are a widespread and persistent problem globally. Although studies have documented the role of forests in removing O3 and one of its precursors, nitrogen dioxide (NO2), the cost effectiveness of using peri-urban reforestation for O3 abatement purposes has not been examined. We develop a methodology that uses available air quality and meteorological data and simplified forest structure growth-mortality and dry deposition models to assess the performance of reforestation for O3 precursor abatement. We apply this methodology to identify the cost-effective design for a hypothetical 405-ha, peri-urban reforestation project in the Houston–Galveston–Brazoria O3 nonattainment area in Texas. The project would remove an estimated 310 tons of (t) O3 and 58 t NO2 total over 30 y. Given its location in a nitrogen oxide (NOx)-limited area, and using the range of Houston area O3 production efficiencies to convert forest O3 removal to its NOx equivalent, this is equivalent to 127–209 t of the regulated NOx. The cost of reforestation per ton of NOx abated compares favorably to that of additional conventional controls if no land costs are incurred, especially if carbon offsets are generated. Purchasing agricultural lands for reforestation removes this cost advantage, but this problem could be overcome through cost-share opportunities that exist due to the public and conservation benefits of reforestation. Our findings suggest that peri-urban reforestation should be considered in O3 control efforts in Houston, other US nonattainment areas, and areas with O3 pollution problems in other countries, wherever O3 formation is predominantly NOx limited.",NA,NA,NA,Snowballing,journalArticle,10.1073/pnas.1409785111
"Carozzi, Felipe; Roth, Sefi",dirty density air quality and the density of american cities,2020,SSRN Electronic Journal,NA,10.2139/ssrn.3590889,NA,"We study whether urban density affects the exposure of city dwellers to ambient air pollution using satellite-derived measures of air quality for the contiguous United States. For identification, we rely on an instrumental variable strategy, which induces exogenous variation in density without affecting pollution directly. For this purpose, we use three variables measuring geological characteristics as instruments for density: earthquake risks, soil drainage capacity and the presence of aquifers. We find a positive and statistically significant pollution-density elasticity of 0.13. We also assess the health implications of our findings and find that doubling density in an average city increases annual mortality costs by as much as $630 per capita. Our results suggest that, despite the common claim that denser cities tend to be more environmentally friendly, air pollution exposure is higher in denser cities. This in turn highlights the possible trade-off between reducing global greenhouse gas emissions and preserving environmental quality within cities.",NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.3590889
"Li, Weiping; Liang, Zixin; Hong, Jiayi; Chen, Xiaoqi",does air pollution affect corporate debt cost evidence from china,2022,SSRN Electronic Journal,NA,10.2139/ssrn.4141939,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.4141939
"Isen, Adam; Rossin-Slater, Maya; Walker, Reed",every breath you take every dollar you ll make the long term consequences of the clean air act of 1970,2017,Journal of Political Economy,NA,10.1086/691465,NA,This paper examines the long-term impacts of early childhood exposure to air pollution on adult outcomes using US administrative data. We exploit changes in air pollution driven by the 1970 Clean Air Act to analyze the difference in outcomes between cohorts born in counties before and after large improvements in air pollution relative to those same cohorts born in counties that had no improvements. We find a significant relationship between pollution exposure in the year of birth and later-life outcomes. A higher pollution level in the year of birth is associated with lower labor force participation and lower earnings at age 30.,NA,NA,NA,Snowballing,journalArticle,10.1086/691465
"Gao, Feng; Lien, Jaimie W.; Wang, Jun; Wang, Qian; Zheng, Jie",a reminder in the air attention to pollution and the purchase of critical illness insurance,2021,SSRN Electronic Journal,NA,10.2139/ssrn.3926974,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.3926974
"Agarwal, Sumit; Satyanarain, Rengarajan; Sing, Tien Foo; Vollmer, Derek",effects of construction activities on residential electricity consumption evidence from singapore s public housing estates,2016,Energy Economics,NA,10.1016/j.eneco.2016.01.010,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.eneco.2016.01.010
"Addoum, Jawad M.; Ng, David T.; Ortiz-Bobea, Ariel",temperature shocks and establishment sales,2020,The Review of Financial Studies,NA,10.1093/rfs/hhz126,NA,"Combining granular daily data on temperatures across the continental United States with detailed establishment data from 1990 to 2015, we study the causal impact of temperature shocks on establishment sales and productivity. Using a large sample yielding precise estimates, we do not find evidence that temperature exposures significantly affect establishment-level sales or productivity, including among industries traditionally classified as “heat sensitive.” At the firm level, we find that temperature exposures aggregated across firm establishments are generally unrelated to sales, productivity, and profitability. Our results support existing findings of a tenuous relation between temperature and aggregate economic growth in rich countries.",NA,NA,NA,Snowballing,journalArticle,10.1093/rfs/hhz126
"Isham, Amy; Mair, Simon; Jackson, Tim",worker wellbeing and productivity in advanced economies re examining the link,2021,Ecological Economics,NA,10.1016/j.ecolecon.2021.106989,NA,"Abstract Labour productivity is a key concept for understanding the way modern economies use resources and features prominently in ecological economics. Ecological economists have questioned the desirability of labour productivity growth on both environmental and social grounds. In this paper we aim to contribute to ongoing debates by focusing on the link between labour productivity and worker wellbeing. First, we review the evidence for the happy-productive worker thesis, which suggests labour productivity could be improved by increasing worker wellbeing. Second, we review the evidence on ways that productivity growth may undermine worker wellbeing. We find there is experimental evidence demonstrating a causal effect of worker wellbeing on productivity, but that the relationship can also sometimes involve resource-intensive mediators. Taken together with the evidence of a negative impact on worker wellbeing from productivity growth, we conclude that a relentless pursuit of productivity growth is potentially counterproductive, not only in terms of worker wellbeing, but even in terms of long-term productivity.",NA,NA,NA,Snowballing,journalArticle,10.1016/j.ecolecon.2021.106989
"Colmer, Jonathan; Hardman, Ian H.; Shimshack, Jay P.; Voorheis, John",disparities in pm2 5 air pollution in the united states,2020,"Science (New York, N.Y.)",NA,10.1126/science.aaz9353,NA,"Air pollution at any given time is unequally distributed across locations. Average concentrations of fine particulate matter smaller than 2.5 micrometers in diameter (PM2.5) have fallen over time. However, we do not know how the spatial distribution of PM2.5 has evolved. Here, we provide early evidence. We combine 36 years of PM2.5 concentrations measured over ~8.6 million grid cells with geographic, economic, and demographic data from ~65,000 U.S. census tracts. We show that differences in PM2.5 between more and less polluted areas declined substantially between 1981 and 2016. However, the most polluted census tracts in 1981 remained the most polluted in 2016. The least polluted census tracts in 1981 remained the least polluted in 2016. The most exposed subpopulations in 1981 remained the most exposed in 2016. Overall, absolute disparities have fallen, but relative disparities persist.",NA,NA,NA,Snowballing,journalArticle,10.1126/science.aaz9353
"Schiller, Anita R.; De Silva, Dakshina G.; McComb, Robert P.; Slechten, Aurelie",the environmental kuznets curve in small geographies,2018,"Proceedings of the 37th International Academic Conference, Budapest",NA,10.20472/iac.2018.037.015,NA,"Finding a theoretical explanation of the Environmental Kuznets Curve (EKC) has been difficult. Given that environmental quality improves as income and consumption increase, ceteris paribus, there must be an increase in remediation/abatement activity. In this paper, we provide theoretical conditions for an existence of a locality-based EKC when both output and abatement expenditures are increasing in income. We validate these predictions empirically using a detailed firm-level dataset in which environmental policies are uniform across locations. We also show that firms engaging in abatement activity tend to locate near polluting firms while income also plays a significant role in location choice.",NA,NA,NA,Snowballing,journalArticle,10.20472/iac.2018.037.015
"Duflo, Esther; Greenstone, Michael; Pande, Rohini; Ryan, Nicholas",truth telling by third party,2013,NA,NA,NA,NA,NA,NA,NA,NA,Snowballing,journalArticle,NA
"Atanas, J. P.; Simmons, Rodney J.; Rodrigues, Clarence C.",optimal scheduling to minimize noise exposure in an oil and gas field,2019,Noise & Vibration Worldwide,NA,10.1177/0957456519839405,NA,Noise analysis with different scenarios has been conducted for an oil and gas field to determine whether workers during sandblasting operations were fully protected from high noise to prevent ear i...,NA,NA,NA,Snowballing,journalArticle,10.1177/0957456519839405
"Sadana, Divya",effects of early childhood exposure to pollution on crime evidence from 1970 clean air act,2022,Environmental and Resource Economics,NA,10.1007/s10640-022-00724-8,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1007/s10640-022-00724-8
"Campbell, Jason; Levkoff, Steven",assessing the productivity and abatement effects of the 1990 clean air act amendment,2025,Research Policy,NA,10.1016/j.respol.2024.105145,NA,"How does environmental regulation affect productivity and emissions? Measuring these disparate effects is important for effective eco-policy design, but these channels have been difficult to disentangle. We leverage a new methodology to model the joint production of output and multiple pollutants at the plant level. Exploiting variation from the 1990 Clean Air Act Amendment, our novel and versatile Generalized By-production approach allows us to conduct the first evaluation of the policy that explicitly models efficiencies of output (electricity), as well as efficiencies of NO x and SO 2 reductions for coal-fired power plants. Our analysis highlights not only the production-pollution trade-off plants face, but also complementary effects of pollution abatement across pollutants. We show that the 1990 announcement of the policy induced anticipatory responses despite the regulation not requiring strict compliance until 1995. Plants forced to comply with the policy’s Phase I SO 2 reductions (i.e. assigned nonattainment designation), on average, suffered greater efficiency losses in productivity and showed larger improvements in both pollutant reductions, relative to lightly regulated (attainment) plants. Regulation-induced impacts vary by plant vintage, state environmental quality, and eco-friendly behaviors. Crucially, improvements in pollutant reductions outweigh the countervailing contractions in electricity generation. • Introduce a new methodology to model the joint production of output and multiple pollutants. • Versatile approach highlights disadvantages of using standard TFP to assess eco-policy impacts. • Find production-pollution trade-offs and positive spillover effects of abatement technologies. • Eco-policy impacts vary by plant vintage, state environmental quality, and eco-friendliness. • Researchers and practitioners can use our approach in any contexts involving production and waste.",NA,NA,NA,Snowballing,journalArticle,10.1016/j.respol.2024.105145
"Zhang, Yi; Wang, Mengyang; Shi, Tao; Huang, Huan; Huang, Qi",health damage of air pollution governance uncertainty and economic growth,2023,International journal of environmental research and public health,NA,10.3390/ijerph20043036,NA,"The evaluation of environmental and health governance processes is an important part of the innovation and perfection of modern governance systems. Based on the macropanel samples, this paper analyzes the impact of the health damage caused by air pollution (APHD) on economic growth and the related mechanisms accordingly using the moderate model and the threshold model. The results can be concluded as follows: (1) After locking in the health damage perspective, the APHD has a negative impact on economic growth. When other conditions are met, economic growth will significantly drop by 1.233 percent for each unit increase in the APHD index. (2) There is a moderate effect of governance uncertainty in APHD on economic growth with different characteristics. The combination of governance uncertainty and APHD can significantly inhibit economic growth, and this moderating effect has different impacts due to heterogeneous conditions. Spatially, this inhibitory effect is significantly obvious in the eastern, central, and western regions, while the negative effect is significant in areas north of the Huai River with medium and low self-defense ability. Additionally, compared with the delegating of governance power at the municipal level, when the governance power is delegated at the county level, the interaction between the governance uncertainty constructed by income fiscal decentralization and APHD has a less negative economic effect. (3) There is a threshold effect under the conditions of a low level of decentralization of prevention and control, a high level of investment in governance, and a low level of APHD. However, under the condition of a certain APHD level, when the decentralization level of pollution control is higher than 7.916 and the input level of pollution control in GDP is lower than 1.77%, the negative moderating effect can be effectively reduced.",NA,NA,NA,Snowballing,journalArticle,10.3390/ijerph20043036
"Yu, Xiaohan; Fan, Yanting; Kim, Joon Sik; Chung, Hyungchul; Lord, Alex; Dunning, Richard",is ignorance bliss evaluating information awareness and life satisfaction through the lens of perceived air pollution the case of beijing china,2024,Journal of environmental management,NA,10.1016/j.jenvman.2024.123087,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jenvman.2024.123087
"Kaur, Harpreet",air pollution and greenhouse gases emissions implications in food production and food security,2022,"Greenhouse Gases: Sources, Sinks and Mitigation",NA,10.1007/978-981-16-4482-5_6,NA,NA,NA,NA,NA,Snowballing,bookSection,10.1007/978-981-16-4482-5_6
"Nair, Mahendhiran; Arvin, Mak B.; Pradhan, Rudra P.; Bahmani, Sahar",is higher economic growth possible through better institutional quality and a lower carbon footprint evidence from developing countries,2021,Renewable Energy,NA,10.1016/j.renene.2020.11.056,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.renene.2020.11.056
"Barwick, Panle Jia; Li, Shanjun; Rao, Deyu; Bin Zahur, Nahim",the morbidity cost of air pollution evidence from consumer spending in china,2017,SSRN Electronic Journal,NA,10.2139/ssrn.2999068,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.2999068
